,g1,g2
26429,APC,KIF7
26430,APC,KIFAP3
26431,APC,KRT13
26432,APC,KRT14
26433,APC,KRT15
26434,APC,KRT17
26435,APC,KRT18
26436,APC,KRT19
26437,APC,KRT23
26438,APC,KRT37
26439,APC,KRT38
26440,APC,KRT5
26441,APC,KRT8
26442,APC,KAP3
26443,APC,KLF4
26444,APC,LAMA3
26445,APC,LAMA4
26446,APC,LATS1
26447,APC,LATS2
26448,APC,LIN7B
26449,APC,LIN7C
26450,APC,LOC388882
26451,APC,LPHN1
26452,APC,LYN
26453,APC,LZTS2
26454,APC,MACF1
26455,APC,MAD1L1
26456,APC,MAD2L1
26457,APC,MAP10
26458,APC,MAP2K1
26459,APC,MAPRE1
26460,APC,MAPRE2
26461,APC,MAPRE3
26462,APC,MARCH5
26463,APC,MARK2
26464,APC,MBD4
26465,APC,MBD5
26466,APC,MCM3AP
26467,APC,MKRN1
26468,APC,MKRN2
26469,APC,MLLT4
26470,APC,MRPL18
26471,APC,MUC1
26472,APC,MYH10
26473,APC,MYH11
26474,APC,MYO6
26475,APC,MACF1
26476,APC,MAPRE2
26477,APC,MMP7
26478,APC,MUC1
26479,APC,MYC
26480,APC,MYCBP2
26481,APC,MYD88
26482,APC,N
26483,APC,NANS
26484,APC,NAT2
26485,APC,NAV1
26486,APC,NAV2
26487,APC,NAV3
26488,APC,NCKAP5
26489,APC,NCKAP5L
26490,APC,ND4
26491,APC,NEB
26492,APC,NIN
26493,APC,NOLC1
26494,APC,NOSTRIN
26495,APC,NTN5
26496,APC,NUP107
26497,APC,NUP153
26498,APC,NUP214
26499,APC,NUP54
26500,APC,NUP98
26501,APC,NUPL1
26502,APC,NUPL2
26503,APC,NDEL1
26504,APC,NHSL1
26505,APC,NOS2
26506,APC,NR5A2
26507,APC,NUP85
26508,APC,OCLN
26509,APC,OTUD7B
26510,APC,PARD3
26511,APC,PATL1
26512,APC,PCNA
26513,APC,PDLIM2
26514,APC,PFN1
26515,APC,PHLPP1
26516,APC,PIK3CA
26517,APC,PKP2
26518,APC,PLK4
26519,APC,PNISR
26520,APC,POM121
26521,APC,POM121C
26522,APC,PPP1CC
26523,APC,PPP1R13B
26524,APC,PPP2R5A
26525,APC,PPP3R2
26526,APC,PRC1
26527,APC,PSMD1
26528,APC,PTK2
26529,APC,PTPN13
26530,APC,PUF60
26531,APC,PXN
26532,APC,PAFAH1B1
26533,APC,PLA2G2A
26534,APC,PLA2G4A
26535,APC,PLAU
26536,APC,PPARD
26537,APC,PPP1CA
26538,APC,PRKCA
26539,APC,PTGES
26540,APC,PTGS1
26541,APC,PTGS2
26542,APC,RAB35
26543,APC,RANBP2
26544,APC,RANBP9
26545,APC,RASA1
26546,APC,RB1CC1
26547,APC,RBFOX2
26548,APC,RBM4B
26549,APC,RNF114
26550,APC,RNF145
26551,APC,RNF146
26552,APC,RNF31
26553,APC,RNF43
26554,APC,RPA2
26555,APC,RPGRIP1L
26556,APC,RPS27
26557,APC,RQCD1
26558,APC,RUVBL2
26559,APC,RAS85D
26560,APC,RBF
26561,APC,SAMD4B
26562,APC,SASS6
26563,APC,SAV1
26564,APC,SCRIB
26565,APC,SEC31A
26566,APC,SENP1
26567,APC,SEPT10
26568,APC,SETDB1
26569,APC,SFN
26570,APC,SIAH1
26571,APC,SIRT6
26572,APC,SLC35G1
26573,APC,SLFN11
26574,APC,SLU7
26575,APC,SMAD1
26576,APC,SMARCB1
26577,APC,SMC3
26578,APC,SMU1
26579,APC,SNRNP200
26580,APC,SPECC1L
26581,APC,SPTBN1
26582,APC,SPTBN2
26583,APC,ST14
26584,APC,STIL
26585,APC,STRN
26586,APC,STRN3
26587,APC,STRN4
26588,APC,STX4
26589,APC,SULF2
26590,APC,SYNC
26591,APC,SYNE1
26592,APC,SYNE3
26593,APC,SYNPO
26594,APC,SAT1
26595,APC,SCRIB
26596,APC,SLC6A4
26597,APC,SMAD4
26598,APC,SPAG5
26599,APC,SPARC
26600,APC,SRC42A
26601,APC,TAF1
26602,APC,TAX1BP1
26603,APC,TAX1BP3
26604,APC,TELO2
26605,APC,TFAP2A
26606,APC,TFF1
26607,APC,TGFB1
26608,APC,TJP2
26609,APC,TMEFF1
26610,APC,TMOD1
26611,APC,TNKS
26612,APC,TOMM20
26613,APC,TPR
26614,APC,TRAF1
26615,APC,TRAP1
26616,APC,TRIM21
26617,APC,TRIM25
26618,APC,TRIM32
26619,APC,TRIM36
26620,APC,TSTD2
26621,APC,TUBA4A
26622,APC,TUBB4B
26623,APC,TERC
26624,APC,TNIK
26625,APC,TNKS2
26626,APC,TRP53
26627,APC,TSP
26628,APC,UBC
26629,APC,UBR5
26630,APC,USP30
26631,APC,USP7
26632,APC,USP7
26633,APC,VHL
26634,APC,WIZ
26635,APC,XPO1
26636,APC,YWHAB
26637,APC,YWHAE
26638,APC,YWHAQ
26639,APC,YWHAZ
26640,APC,ZBTB44
26641,APC,ZFP91
26642,APC,ZFPL1
26643,APC,ZNF106
26644,APC,ZNF408
26645,APC,ZNF510
26646,APC,ZNF785
26647,APC,ZRANB1
26648,APC,ZYX
26649,APC,ZFP207
26650,APC,ZFP276
26651,APC,ZRANB1
26652,APC,ZW10
26653,APC,ZWILCH
26654,APC,APC
26655,APC,ARM
26656,APC,AXIN1
26657,APC,CDKN1A
26658,APC,DIA
26659,APC,EBD1
26660,APC,EWG
26661,APC,MSTNB
26662,APC,NINAA
26663,APC,NSP14
26664,APC,NSP16
26665,APC,NSP7
26666,APC,PAN
26667,APC,RTI
26668,APC,SGG
26669,APC,TRBD
26670,APC,VPR
26671,APC,XPO1
30204,ARID5B,AR
30205,ARID5B,ASF1A
30206,ARID5B,ARID5B
30207,ARID5B,BCL11B
30208,ARID5B,BCOR
30209,ARID5B,C16ORF87
30210,ARID5B,CAND1
30211,ARID5B,CCDC8
30212,ARID5B,CCND1
30213,ARID5B,CHORDC1
30214,ARID5B,CLTCL1
30215,ARID5B,DVL2
30216,ARID5B,EGLN3
30217,ARID5B,ELAVL1
30218,ARID5B,EPB41L2
30219,ARID5B,ESR2
30220,ARID5B,FASN
30221,ARID5B,FBXO38
30222,ARID5B,FBXW8
30223,ARID5B,FOXL1
30224,ARID5B,GATA2
30225,ARID5B,H2AFZ
30226,ARID5B,HDAC1
30227,ARID5B,HDAC2
30228,ARID5B,HIST1H2AB
30229,ARID5B,HIST1H2AM
30230,ARID5B,HIST1H2BA
30231,ARID5B,HIST1H2BE
30232,ARID5B,HIST1H2BG
30233,ARID5B,HIST1H2BI
30234,ARID5B,HIST1H4A
30235,ARID5B,HIST3H2BB
30236,ARID5B,HNF1B
30237,ARID5B,HNRNPL
30238,ARID5B,HSCB
30239,ARID5B,ISG15
30240,ARID5B,JUP
30241,ARID5B,KIAA1429
30242,ARID5B,KIF14
30243,ARID5B,KLF3
30244,ARID5B,KAT8
30245,ARID5B,KCTD5
30246,ARID5B,LRRC25
30247,ARID5B,METTL3
30248,ARID5B,MIER1
30249,ARID5B,NR3C1
30250,ARID5B,NANOG
30251,ARID5B,PARD6A
30252,ARID5B,PSMB5
30253,ARID5B,RACGAP1
30254,ARID5B,RNF123
30255,ARID5B,RNF4
30256,ARID5B,SNX27
30257,ARID5B,SOX2
30258,ARID5B,SP7
30259,ARID5B,SMC3
30260,ARID5B,SOX2
30261,ARID5B,TCERG1
30262,ARID5B,TEAD1
30263,ARID5B,THSD4
30264,ARID5B,TFE3
30265,ARID5B,YIPF5
30266,ARID5B,ZBTB38
30843,ABCA5,ABCA13
30844,ABCA5,ABCA5
30845,ABCA5,ABCA6
30846,ABCA5,ABCA8A
30847,ABCA5,ABCA8B
30848,ABCA5,C3ORF52
30849,ABCA5,CYP2E1
30850,ABCA5,NR4A1
30851,ABCA5,PPARG
36150,ATP6V1C1,ABCD3
36151,ATP6V1C1,ALDH3A2
36152,ATP6V1C1,ANP32E
36153,ATP6V1C1,ARFIP1
36154,ATP6V1C1,ARID1A
36155,ATP6V1C1,ATG10
36156,ATP6V1C1,ATG7
36157,ATP6V1C1,ATL3
36158,ATP6V1C1,ATP6AP1
36159,ATP6V1C1,ATP6AP2
36160,ATP6V1C1,ATP6V0A1
36161,ATP6V1C1,ATP6V0A2
36162,ATP6V1C1,ATP6V0A4
