,g1,g2
21691,AKT2,FAT3
21692,AKT2,FKBP5
21693,AKT2,FSHR
21694,AKT2,G6PD
21695,AKT2,GGA1
21696,AKT2,GHSR
21697,AKT2,GJA1
21698,AKT2,GNB1
21699,AKT2,GRK5
21700,AKT2,GRM2
21701,AKT2,GSK3B
21702,AKT2,GSK3A
21703,AKT2,GSK3B
21704,AKT2,HIST1H3A
21705,AKT2,HMGCR
21706,AKT2,HNRNPH1
21707,AKT2,HSP90AA1
21708,AKT2,KCNQ3
21709,AKT2,KRAS
21710,AKT2,KCTD20
21711,AKT2,LAMP1
21712,AKT2,LYN
21713,AKT2,M
21714,AKT2,MEOX2
21715,AKT2,MTCP1
21716,AKT2,MAP4K4
21717,AKT2,NAMPT
21718,AKT2,NR2F2
21719,AKT2,NSMCE4A
21720,AKT2,NTRK1
21721,AKT2,PAK2
21722,AKT2,PARP1
21723,AKT2,PDPK1
21724,AKT2,PFKP
21725,AKT2,PICK1
21726,AKT2,PIK3CB
21727,AKT2,PIK3CD
21728,AKT2,PIP5K1C
21729,AKT2,PLEKHA4
21730,AKT2,PLEKHO1
21731,AKT2,PNPLA3
21732,AKT2,POFUT1
21733,AKT2,POLR1B
21734,AKT2,PPP2CA
21735,AKT2,PRKAB1
21736,AKT2,PRKCZ
21737,AKT2,PRKDC
21738,AKT2,PSMD9
21739,AKT2,RAB2A
21740,AKT2,RAB35
21741,AKT2,RACGAP1
21742,AKT2,RCHY1
21743,AKT2,REL
21744,AKT2,RHOQ
21745,AKT2,RPE
21746,AKT2,RAB3D
21747,AKT2,S
21748,AKT2,SETDB1
21749,AKT2,SH3RF1
21750,AKT2,SKI
21751,AKT2,SNAI1
21752,AKT2,SNX27
21753,AKT2,SORBS2
21754,AKT2,SORBS3
21755,AKT2,SPRR2A
21756,AKT2,STEAP4
21757,AKT2,TCL1A
21758,AKT2,TCL1B
21759,AKT2,TMED2
21760,AKT2,TMEM17
21761,AKT2,TPM2
21762,AKT2,TRIB3
21763,AKT2,TTC3
